ID,CrimeCode,Description,Weapon,Incidents
186699,4C,I,OTHER,1
186710,4E,O,HANDS,1
186714,4E,O,HANDS,1
186720,4E,O,HANDS,1
186722,4C,O,OTHER,1
186728,4C,,OTHER,1
186731,4B,O,KNIFE,1
186743,4E,I,HANDS,1
186748,4E,O,HANDS,1
186749,4E,O,HANDS,1
186750,4E,O,HANDS,1
186751,4E,O,HANDS,1
186756,4C,I,OTHER,1
186757,4B,I,KNIFE,1
186763,4D,O,HANDS,1
186772,4E,O,HANDS,1
186774,4D,I,HANDS,1
186781,4E,I,HANDS,1
186789,4E,I,HANDS,1
186790,3AF,O,FIREARM,1
186791,3AO,O,OTHER,1
186797,4B,O,KNIFE,1
186800,4E,I,HANDS,1
186801,4E,I,HANDS,1
186807,4E,O,HANDS,1
186809,4C,I,OTHER,1
186813,4B,O,KNIFE,1
186815,4C,I,OTHER,1
186816,4C,I,OTHER,1
186818,4E,O,HANDS,1
186819,4C,,OTHER,1
186820,4E,O,HANDS,1
186824,4E,I,HANDS,1
186825,4E,,HANDS,1
186826,4E,O,HANDS,1
186828,4E,O,HANDS,1
186830,4A,O,FIREARM,1
186832,2A,O,OTHER,1
186835,2A,I,OTHER,1
186847,4E,O,HANDS,1
186848,4E,O,HANDS,1
186850,4E,O,HANDS,1
186854,4B,I,KNIFE,1
186861,3CF,I,FIREARM,1
186872,4E,I,HANDS,1
186876,4B,I,KNIFE,1
186878,4E,O,HANDS,1
186883,2A,O,OTHER,1
186885,3NK,I,KNIFE,1
186889,4E,I,HANDS,1
186890,3AO,I,OTHER,1
186891,2A,I,OTHER,1
186894,4E,O,HANDS,1
186895,4E,O,HANDS,1
186896,4E,O,HANDS,1
186898,4B,,KNIFE,1
186900,4E,I,HANDS,1
186901,4E,I,HANDS,1
186903,4E,I,HANDS,1
186905,4C,O,OTHER,1
186906,4C,O,OTHER,1
186907,4E,O,HANDS,1
186908,3AF,O,FIREARM,1
186910,4D,I,HANDS,1
186912,3AF,O,FIREARM,1
186913,3AF,O,FIREARM,1
186914,3JF,I,FIREARM,1
186915,3JF,I,FIREARM,1
186916,3AF,O,FIREARM,1
186917,3JF,I,FIREARM,1
186919,3AF,O,FIREARM,1
186922,4C,O,OTHER,1
186923,4B,O,KNIFE,1
186924,4E,I,HANDS,1
186925,4E,I,HANDS,1
186929,4C,I,OTHER,1
186930,4E,,HANDS,1
186932,4E,I,HANDS,1
186933,4E,I,HANDS,1
186934,3AJF,O,FIREARM,1
186936,4E,I,HANDS,1
186946,4E,I,HANDS,1
186947,3JO,I,OTHER,1
186948,4C,O,OTHER,1
186949,4C,O,OTHER,1
186950,4C,O,OTHER,1
186952,4C,O,OTHER,1
186953,4A,I,FIREARM,1
186954,4C,O,OTHER,1
186955,9S,O,FIREARM,1
186956,4E,I,HANDS,1
186960,4B,I,KNIFE,1
186961,4E,I,HANDS,1
186962,4E,I,HANDS,1
186963,4E,I,HANDS,1
186964,4A,O,FIREARM,1
186965,4E,O,HANDS,1
186966,4E,I,HANDS,1
186968,4E,I,HANDS,1
186969,4E,I,HANDS,1
186971,4E,I,HANDS,1
186972,3AF,O,FIREARM,1
186973,3AF,O,FIREARM,1
186974,4E,I,HANDS,1
186975,3AF,O,FIREARM,1
186978,4E,I,HANDS,1
186979,9S,O,FIREARM,1
186980,4E,O,HANDS,1
186982,4E,O,HANDS,1
186989,3AK,O,KNIFE,1
186991,3NF,I,FIREARM,1
187004,4E,O,HANDS,1
187009,4E,I,HANDS,1
187014,4E,O,HANDS,1
187015,4D,O,HANDS,1
187022,4C,I,OTHER,1
187037,4E,I,HANDS,1
187042,4E,I,HANDS,1
187049,4C,O,OTHER,1
187050,4E,O,HANDS,1
187051,4E,I,HANDS,1
187053,4E,I,HANDS,1
187058,4E,O,HANDS,1
187059,4C,I,OTHER,1
187064,4E,I,HANDS,1
187070,4E,I,HANDS,1
187072,4E,I,HANDS,1
187073,4E,I,HANDS,1
187079,3AF,O,FIREARM,1
187080,4E,I,HANDS,1
187083,4E,O,HANDS,1
187086,4E,O,HANDS,1
187087,4B,I,KNIFE,1
187089,4A,O,FIREARM,1
187090,4A,O,FIREARM,1
187092,9S,O,FIREARM,1
187093,1F,O,FIREARM,1
187094,9S,O,FIREARM,1
187095,4E,O,HANDS,1
187096,4E,I,HANDS,1
187097,3JO,I,OTHER,1
187099,4C,O,OTHER,1
187103,3AF,O,FIREARM,1
187105,4E,I,HANDS,1
187114,4E,O,HANDS,1
187118,4E,I,HANDS,1
187121,4E,I,HANDS,1
187124,4E,I,HANDS,1
187126,4E,O,HANDS,1
187127,4E,O,HANDS,1
187128,4E,O,HANDS,1
187129,4E,I,HANDS,1
187139,4E,O,HANDS,1
187145,4E,O,HANDS,1
187153,4B,O,KNIFE,1
187155,4C,I,OTHER,1
187156,4E,I,HANDS,1
187160,4C,I,OTHER,1
187165,4E,I,HANDS,1
187167,4E,O,HANDS,1
187168,4E,I,HANDS,1
187169,4B,I,KNIFE,1
187175,4A,O,FIREARM,1
187176,4D,I,HANDS,1
187178,3AF,O,FIREARM,1
187180,9S,O,FIREARM,1
187183,4E,I,HANDS,1
187184,3AF,O,FIREARM,1
187185,3AF,O,FIREARM,1
187186,3AF,O,FIREARM,1
187188,4B,O,KNIFE,1
187192,4E,I,HANDS,1
187198,4E,,HANDS,1
187200,4E,I,HANDS,1
187205,4B,I,KNIFE,1
187206,4E,I,HANDS,1
187207,4E,O,HANDS,1
187211,4B,I,KNIFE,1
187212,4A,I,FIREARM,1
187213,4A,I,FIREARM,1
187214,4E,I,HANDS,1
187215,4E,O,HANDS,1
187217,4E,I,HANDS,1
187218,9S,I,FIREARM,1
187219,9S,I,FIREARM,1
187220,1F,I,FIREARM,1
187222,4E,O,HANDS,1
187225,4E,I,HANDS,1
187226,4C,I,OTHER,1
187227,4C,I,OTHER,1
187228,4B,O,KNIFE,1
187229,4B,O,KNIFE,1
187230,4B,O,KNIFE,1
187231,4E,O,HANDS,1
187232,3AK,O,KNIFE,1
187233,3AO,O,OTHER,1
187235,3AF,O,FIREARM,1
187251,4E,I,HANDS,1
187256,4E,I,HANDS,1
187262,4E,O,HANDS,1
187263,3GF,O,FIREARM,1
187267,4E,I,HANDS,1
187272,4E,I,HANDS,1
187273,4E,I,HANDS,1
187275,4E,I,HANDS,1
187276,4E,O,HANDS,1
187277,4E,I,HANDS,1
187278,4B,I,KNIFE,1
187283,4E,I,HANDS,1
187285,4B,I,KNIFE,1
187287,4E,I,HANDS,1
187288,4E,I,HANDS,1
187292,4C,,OTHER,1
187299,4E,O,HANDS,1
187305,4A,O,FIREARM,1
187306,9S,O,FIREARM,1
187308,4D,I,HANDS,1
187310,4E,O,HANDS,1
187314,4E,I,HANDS,1
187315,4E,I,HANDS,1
187317,4E,,HANDS,1
187321,3AK,,KNIFE,1
187327,4C,O,OTHER,1
187329,4D,O,HANDS,1
187330,4E,O,HANDS,1
187332,4E,O,HANDS,1
187335,4E,I,HANDS,1
187336,3AF,O,FIREARM,1
187348,4A,O,FIREARM,1
187349,4C,O,OTHER,1
187350,4E,O,HANDS,1
187351,4B,O,KNIFE,1
187352,4B,O,KNIFE,1
187356,4E,O,HANDS,1
187357,4E,O,HANDS,1
187358,4E,O,HANDS,1
187359,4B,O,KNIFE,1
187360,3AF,O,FIREARM,1
187362,4B,O,KNIFE,1
187363,4E,O,HANDS,1
187364,4C,O,OTHER,1
187365,4B,I,KNIFE,1
187366,4E,I,HANDS,1
187368,3JK,I,KNIFE,1
187369,3JK,I,KNIFE,1
187370,3JK,I,KNIFE,1
187371,4E,I,HANDS,1
187374,4D,I,HANDS,1
187376,3AF,O,FIREARM,1
187391,4C,I,OTHER,1
187392,4E,O,HANDS,1
187397,4E,I,HANDS,1
187410,4E,I,HANDS,1
187414,4C,I,OTHER,1
187418,4E,O,HANDS,1
187419,4E,I,HANDS,1
187424,4E,I,HANDS,1
187426,4B,O,KNIFE,1
187429,4C,O,OTHER,1
187430,4C,I,OTHER,1
187434,4C,O,OTHER,1
187435,4C,O,OTHER,1
187439,4E,I,HANDS,1
187444,4E,I,HANDS,1
187445,4A,O,FIREARM,1
187446,9S,O,FIREARM,1
187447,3AJF,O,FIREARM,1
187451,4E,I,HANDS,1
187452,4D,O,HANDS,1
187453,4E,O,HANDS,1
187456,4B,I,KNIFE,1
187457,4E,I,HANDS,1
187458,3CF,I,FIREARM,1
187459,3CF,I,FIREARM,1
187460,3CF,I,FIREARM,1
187461,3CF,I,FIREARM,1
187464,4C,I,OTHER,1
187465,4E,I,HANDS,1
187468,4E,O,HANDS,1
187470,3AF,O,FIREARM,1
187471,4C,O,OTHER,1
187472,4E,I,HANDS,1
187473,4E,O,HANDS,1
187474,3AF,O,FIREARM,1
187475,3AF,O,FIREARM,1
187476,4E,I,HANDS,1
187479,4D,O,HANDS,1
187480,4E,O,HANDS,1
187483,4E,I,HANDS,1
187484,4E,I,HANDS,1
187485,4E,O,HANDS,1
187486,3AF,O,FIREARM,1
187487,4C,O,OTHER,1
187488,4E,O,HANDS,1
187489,9S,O,FIREARM,1
187490,3AF,O,FIREARM,1
187491,2A,I,OTHER,1
187492,3CF,O,FIREARM,1
187494,4E,O,HANDS,1
187495,3AF,O,FIREARM,1
187496,4B,O,KNIFE,1
187497,4E,I,HANDS,1
187498,4A,O,FIREARM,1
187500,4E,I,HANDS,1
187508,4E,I,HANDS,1
187524,4E,O,HANDS,1
187528,4E,I,HANDS,1
187531,4E,I,HANDS,1
187537,4A,O,FIREARM,1
187546,3AF,O,FIREARM,1
187551,4C,O,OTHER,1
187552,4E,O,HANDS,1
187553,4E,O,HANDS,1
187554,4E,O,HANDS,1
187563,4A,I,FIREARM,1
187565,4A,O,FIREARM,1
187566,9S,I,FIREARM,1
187567,9S,O,FIREARM,1
187575,4E,I,HANDS,1
187576,4E,I,HANDS,1
187577,4E,I,HANDS,1
187581,4E,O,HANDS,1
187582,4E,O,HANDS,1
187584,4E,O,HANDS,1
187587,4E,I,HANDS,1
187589,4C,O,OTHER,1
187591,4C,O,OTHER,1
187592,4E,O,HANDS,1
187593,4E,O,HANDS,1
187594,4C,O,OTHER,1
187600,3AJF,O,FIREARM,1
187601,4E,O,HANDS,1
187603,4C,O,OTHER,1
187604,4C,O,OTHER,1
187605,4C,I,OTHER,1
187609,4E,I,HANDS,1
187610,4E,I,HANDS,1
187612,4A,I,FIREARM,1
187614,4B,I,KNIFE,1
187617,4E,O,HANDS,1
187621,4D,I,HANDS,1
187622,4E,O,HANDS,1
187624,4E,I,HANDS,1
187627,4E,O,HANDS,1
187628,3AF,O,FIREARM,1
187629,3GF,O,FIREARM,1
187630,4D,O,HANDS,1
187631,4C,O,OTHER,1
187632,4E,O,HANDS,1
187633,3CF,I,FIREARM,1
187634,4C,I,OTHER,1
187637,4A,O,FIREARM,1
187639,3AF,O,FIREARM,1
187641,4B,I,KNIFE,1
187643,4E,I,HANDS,1
187644,4C,O,OTHER,1
187650,2A,I,OTHER,1
187657,4B,I,KNIFE,1
187658,4C,I,OTHER,1
187662,3AK,O,KNIFE,1
187663,4E,O,HANDS,1
187690,4E,I,HANDS,1
187709,2A,I,OTHER,1
187711,4E,I,HANDS,1
187715,4E,I,HANDS,1
187717,4E,O,HANDS,1
187718,4B,O,KNIFE,1
187719,4E,I,HANDS,1
187726,2A,I,OTHER,1
187730,4E,I,HANDS,1
187732,4E,I,HANDS,1
187738,4E,I,HANDS,1
187741,4E,O,HANDS,1
187742,4E,O,HANDS,1
187743,4C,O,OTHER,1
187747,4E,I,HANDS,1
187752,4E,I,HANDS,1
187755,3AO,,OTHER,1
187756,3AO,O,OTHER,1
187757,3AO,,OTHER,1
187758,4E,O,HANDS,1
187759,4E,O,HANDS,1
187760,4C,O,OTHER,1
187761,4E,O,HANDS,1
187762,3NF,I,FIREARM,1
187763,3NF,I,FIREARM,1
187764,4E,O,HANDS,1
187766,4E,O,HANDS,1
187770,3AF,O,FIREARM,1
187772,4E,I,HANDS,1
187775,4C,O,OTHER,1
187777,3CF,I,FIREARM,1
187785,4E,I,HANDS,1
187792,3AJK,O,KNIFE,1
187793,4E,I,HANDS,1
187795,4E,I,HANDS,1
187796,4A,I,FIREARM,1
187800,4A,O,FIREARM,1
187802,4E,I,HANDS,1
187804,4A,O,FIREARM,1
187805,3AJF,O,FIREARM,1
187807,9S,O,FIREARM,1
187808,9S,O,FIREARM,1
187823,4E,I,HANDS,1
187835,3AK,,KNIFE,1
187841,4B,O,KNIFE,1
187851,4E,O,HANDS,1
187855,4A,O,FIREARM,1
187856,4C,O,OTHER,1
187859,4E,I,HANDS,1
187860,9S,I,FIREARM,1
187862,4E,I,HANDS,1
187864,4E,I,HANDS,1
187868,4E,O,HANDS,1
187875,4E,I,HANDS,1
187876,4B,,KNIFE,1
187889,3AF,O,FIREARM,1
187896,4C,I,OTHER,1
187900,4E,I,HANDS,1
187901,4E,O,HANDS,1
187903,4C,,OTHER,1
187904,3AF,O,FIREARM,1
187905,4E,O,HANDS,1
187906,4D,I,HANDS,1
187907,3AJF,O,FIREARM,1
187908,3AF,O,FIREARM,1
187915,4E,O,HANDS,1
187922,3AF,O,FIREARM,1
187925,4D,O,HANDS,1
187927,2A,I,OTHER,1
187936,4E,O,HANDS,1
187941,4D,O,HANDS,1
187943,4C,I,OTHER,1
187945,4B,O,KNIFE,1
187946,4E,O,HANDS,1
187952,4B,O,KNIFE,1
187956,4C,I,OTHER,1
187958,4E,O,HANDS,1
187959,4C,I,OTHER,1
187962,2A,I,OTHER,1
187965,2A,I,OTHER,1
187975,4E,I,HANDS,1
187976,4B,I,KNIFE,1
187987,4E,O,HANDS,1
187988,4C,I,OTHER,1
187990,4E,I,HANDS,1
187993,4E,I,HANDS,1
187996,4C,I,OTHER,1
187998,4E,O,HANDS,1
188000,4C,I,OTHER,1
188001,4C,I,OTHER,1
188002,4C,I,OTHER,1
188003,4E,I,HANDS,1
188004,4C,I,OTHER,1
188009,4D,I,HANDS,1
188010,4D,I,HANDS,1
188014,4C,O,OTHER,1
188019,4B,I,KNIFE,1
188020,4E,O,HANDS,1
188021,4E,O,HANDS,1
188025,3CF,O,FIREARM,1
188028,4E,I,HANDS,1
188029,4E,O,HANDS,1
188030,4E,I,HANDS,1
188031,4C,I,OTHER,1
188037,4E,O,HANDS,1
188038,4E,I,HANDS,1
188039,4C,O,OTHER,1
188040,4E,I,HANDS,1
188046,4C,O,OTHER,1
188049,1F,O,FIREARM,1
188051,4D,I,HANDS,1
188052,4C,I,OTHER,1
188057,4D,O,HANDS,1
188059,4E,I,HANDS,1
188062,4C,O,OTHER,1
188063,3AF,I,FIREARM,1
188064,4E,O,HANDS,1
188069,3CO,I,OTHER,1
188073,4E,O,HANDS,1
188084,4B,O,KNIFE,1
188095,4E,O,HANDS,1
188096,4D,I,HANDS,1
188097,4E,I,HANDS,1
188102,4B,I,KNIFE,1
188104,4E,O,HANDS,1
188110,4E,O,HANDS,1
188113,4E,I,HANDS,1
188117,4E,I,HANDS,1
188123,4E,I,HANDS,1
188125,4E,O,HANDS,1
188127,4E,O,HANDS,1
188134,3JK,I,KNIFE,1
188146,4B,I,KNIFE,1
188150,4E,O,HANDS,1
188158,4B,O,KNIFE,1
188159,3AF,O,FIREARM,1
188161,4B,O,KNIFE,1
188162,3JO,I,OTHER,1
188168,4D,I,HANDS,1
188171,3AJF,O,FIREARM,1
188174,4E,O,HANDS,1
188175,2A,I,OTHER,1
188176,3CF,,FIREARM,1
188179,4E,O,HANDS,1
188184,3AK,O,KNIFE,1
188185,4E,I,HANDS,1
188186,4B,I,KNIFE,1
188187,4C,I,OTHER,1
188188,4E,I,HANDS,1
188199,4B,I,KNIFE,1
188200,4E,I,HANDS,1
188212,4C,O,OTHER,1
188218,4E,O,HANDS,1
188219,4E,O,HANDS,1
188221,4E,I,HANDS,1
188224,4E,I,HANDS,1
188226,4E,I,HANDS,1
188236,4E,I,HANDS,1
188238,3JO,I,OTHER,1
188240,4E,I,HANDS,1
188246,4E,,HANDS,1
188249,4B,I,KNIFE,1
188250,4E,O,HANDS,1
188251,4D,I,HANDS,1
188253,4B,O,KNIFE,1
188257,4C,I,OTHER,1
188272,4E,O,HANDS,1
188274,4C,O,OTHER,1
188278,4A,O,FIREARM,1
188279,4E,I,HANDS,1
188289,4E,O,HANDS,1
188290,4A,O,FIREARM,1
188291,4E,O,HANDS,1
188292,9S,O,FIREARM,1
188293,4E,I,HANDS,1
188294,4E,O,HANDS,1
188297,4D,I,HANDS,1
188301,4E,O,HANDS,1
188305,4E,I,HANDS,1
188311,4E,I,HANDS,1
188312,4D,I,HANDS,1
188313,3AO,I,OTHER,1
188314,4E,I,HANDS,1
188316,3CF,I,FIREARM,1
188317,3JO,I,OTHER,1
188324,4E,O,HANDS,1
188326,4B,O,KNIFE,1
188328,4E,I,HANDS,1
188330,4E,O,HANDS,1
188333,4D,O,HANDS,1
188335,4B,O,KNIFE,1
188336,4E,I,HANDS,1
188338,4C,O,OTHER,1
188340,4E,I,HANDS,1
188341,9S,I,FIREARM,1
188343,4E,I,HANDS,1
188344,4E,O,HANDS,1
188345,3AF,O,FIREARM,1
188346,4C,O,OTHER,1
188347,2A,O,OTHER,1
188349,4C,O,OTHER,1
188350,4B,I,KNIFE,1
188351,4E,I,HANDS,1
188354,4C,I,OTHER,1
188367,4D,,HANDS,1
188378,4A,O,FIREARM,1
188380,9S,O,FIREARM,1
188387,4E,I,HANDS,1
188388,4E,I,HANDS,1
188403,4C,I,OTHER,1
188404,3AO,O,OTHER,1
188407,4C,O,OTHER,1
188413,4C,I,OTHER,1
188414,4C,O,OTHER,1
188415,4E,O,HANDS,1
188424,4E,I,HANDS,1
188425,4E,O,HANDS,1
188427,4B,O,KNIFE,1
188430,4E,I,HANDS,1
188432,4C,I,OTHER,1
188433,1F,O,FIREARM,1
188435,4E,I,HANDS,1
188437,4A,O,FIREARM,1
188438,3AJF,O,FIREARM,1
188439,4E,I,HANDS,1
188440,4C,I,OTHER,1
188441,4E,,HANDS,1
188442,3AJF,O,FIREARM,1
188443,4E,I,HANDS,1
188444,4E,O,HANDS,1
188445,9S,O,FIREARM,1
188446,4C,O,OTHER,1
188448,4A,O,FIREARM,1
188449,4E,O,HANDS,1
188453,4E,I,HANDS,1
188456,4A,O,FIREARM,1
188460,3AK,O,KNIFE,1
188461,4C,O,OTHER,1
188462,3AF,O,FIREARM,1
188466,4E,O,HANDS,1
188467,4E,O,HANDS,1
188468,4E,O,HANDS,1
188469,4E,O,HANDS,1
188471,4E,I,HANDS,1
188472,4E,I,HANDS,1
188475,4E,O,HANDS,1
188478,4E,I,HANDS,1
188479,4A,I,FIREARM,1
188480,4E,,HANDS,1
188483,4E,I,HANDS,1
188486,4E,I,HANDS,1
188493,3CF,I,FIREARM,1
188497,4E,O,HANDS,1
188498,4D,I,HANDS,1
188499,4E,O,HANDS,1
188507,4E,O,HANDS,1
188513,3AF,O,FIREARM,1
188514,4E,I,HANDS,1
188520,4E,O,HANDS,1
188525,4E,O,HANDS,1
188535,4C,O,OTHER,1
188537,4C,O,OTHER,1
188538,4C,O,OTHER,1
188539,4C,O,OTHER,1
188540,4E,O,HANDS,1
188541,4C,O,OTHER,1
188543,4D,I,HANDS,1
188545,4C,O,OTHER,1
188553,3AF,O,FIREARM,1
188556,4E,I,HANDS,1
188559,4E,I,HANDS,1
188563,9S,O,FIREARM,1
188565,3AF,I,FIREARM,1
188567,4D,O,HANDS,1
188568,2A,I,OTHER,1
188571,4E,I,HANDS,1
188573,4E,I,HANDS,1
188574,4A,O,FIREARM,1
188575,4E,O,HANDS,1
188577,4E,I,HANDS,1
188581,3AJF,O,FIREARM,1
188582,4E,I,HANDS,1
188584,4E,O,HANDS,1
188585,4B,I,KNIFE,1
188597,4A,O,FIREARM,1
188598,3AF,O,FIREARM,1
188599,9S,O,FIREARM,1
188603,4E,I,HANDS,1
188607,4C,O,OTHER,1
188609,4E,O,HANDS,1
188610,4A,O,FIREARM,1
188618,4C,I,OTHER,1
188627,4E,I,HANDS,1
188632,4E,O,HANDS,1
188637,4E,I,HANDS,1
188643,4C,I,OTHER,1
188644,4E,I,HANDS,1
188653,4E,O,HANDS,1
188655,4E,O,HANDS,1
188658,4A,O,FIREARM,1
188660,4E,O,HANDS,1
188667,4E,I,HANDS,1
188669,4B,O,KNIFE,1
188672,4B,O,KNIFE,1
188675,3AF,O,FIREARM,1
188676,4E,O,HANDS,1
188679,4B,I,KNIFE,1
188680,4C,O,OTHER,1
188684,3AO,O,OTHER,1
188686,4C,I,OTHER,1
188690,4E,I,HANDS,1
188691,4E,I,HANDS,1
188695,4E,I,HANDS,1
188699,4A,O,FIREARM,1
188700,4E,O,HANDS,1
188703,9S,O,FIREARM,1
188704,4E,O,HANDS,1
188705,4B,I,KNIFE,1
188706,4E,I,HANDS,1
188707,3CF,I,FIREARM,1
188710,4C,O,OTHER,1
188712,4E,I,HANDS,1
188713,1F,O,FIREARM,1
188714,1F,I,FIREARM,1
188717,4E,I,HANDS,1
188720,4E,I,HANDS,1
188721,4D,I,HANDS,1
188722,4E,O,HANDS,1
188724,4E,O,HANDS,1
188726,4C,O,OTHER,1
188728,4E,O,HANDS,1
188730,4E,I,HANDS,1
188731,4E,O,HANDS,1
188734,4C,,OTHER,1
188735,4C,O,OTHER,1
188736,4C,,OTHER,1
188737,4E,O,HANDS,1
188738,4E,I,HANDS,1
188739,4A,I,FIREARM,1
188740,4A,I,FIREARM,1
188741,4E,O,HANDS,1
188743,4E,O,HANDS,1
188744,4E,O,HANDS,1
188745,3NF,I,FIREARM,1
188746,1F,I,FIREARM,1
188747,4E,I,HANDS,1
188749,4C,I,OTHER,1
188752,4D,I,HANDS,1
188753,4E,O,HANDS,1
188755,4D,I,HANDS,1
188756,4D,O,HANDS,1
188757,4B,I,KNIFE,1
188760,4E,O,HANDS,1
188762,3AF,I,FIREARM,1
188763,4E,I,HANDS,1
188764,4E,I,HANDS,1
188774,4E,O,HANDS,1
188775,4E,O,HANDS,1
188776,4C,I,OTHER,1
188777,4E,I,HANDS,1
188779,1F,O,FIREARM,1
188783,4D,I,HANDS,1
188784,4A,I,FIREARM,1
188785,4C,I,OTHER,1
188788,4E,I,HANDS,1
188790,4E,I,HANDS,1
188791,4B,I,KNIFE,1
188798,4E,O,HANDS,1
188800,4E,,HANDS,1
188801,2A,O,OTHER,1
188808,4E,O,HANDS,1
188810,4B,I,KNIFE,1
188815,4C,O,OTHER,1
188816,4A,I,FIREARM,1
188817,4E,I,HANDS,1
188819,4E,O,HANDS,1
188822,4E,O,HANDS,1
188824,3AF,O,FIREARM,1
188825,4B,I,KNIFE,1
188836,4E,I,HANDS,1
188838,4E,I,HANDS,1
188841,4C,O,OTHER,1
188842,4A,O,FIREARM,1
188843,4E,I,HANDS,1
188844,4E,O,HANDS,1
188845,4E,I,HANDS,1
188846,4E,I,HANDS,1
188849,4C,O,OTHER,1
188850,4E,O,HANDS,1
188851,9S,O,FIREARM,1
188854,3AO,O,OTHER,1
188856,4D,I,HANDS,1
188857,4C,O,OTHER,1
188858,4C,I,OTHER,1
188860,3AF,O,FIREARM,1
188863,4D,O,HANDS,1
188865,4E,O,HANDS,1
188867,4C,O,OTHER,1
188868,4C,I,OTHER,1
188869,4E,O,HANDS,1
188871,4E,O,HANDS,1
188872,4D,I,HANDS,1
188873,4E,I,HANDS,1
188874,4E,I,HANDS,1
188877,4E,I,HANDS,1
188878,3GF,I,FIREARM,1
188898,4E,I,HANDS,1
188903,4E,I,HANDS,1
188904,4E,O,HANDS,1
188909,4E,I,HANDS,1
188912,4C,O,OTHER,1
188914,3JF,I,FIREARM,1
188915,3JF,I,FIREARM,1
188926,4E,O,HANDS,1
188929,4E,O,HANDS,1
188934,4E,I,HANDS,1
188935,4B,I,KNIFE,1
188940,4B,O,KNIFE,1
188943,4E,I,HANDS,1
188950,4E,I,HANDS,1
188952,4E,O,HANDS,1
188953,4C,O,OTHER,1
188957,4E,I,HANDS,1
188962,4E,I,HANDS,1
188964,4E,O,HANDS,1
188968,4E,I,HANDS,1
188969,4E,O,HANDS,1
188972,4E,O,HANDS,1
188977,4E,O,HANDS,1
188978,3AO,O,OTHER,1
188979,4C,O,OTHER,1
188980,4E,I,HANDS,1
188982,4E,I,HANDS,1
188983,4E,I,HANDS,1
188988,4E,I,HANDS,1
188989,4E,I,HANDS,1
188990,4E,O,HANDS,1
188993,3AF,O,FIREARM,1
188998,4E,I,HANDS,1
189002,4C,O,OTHER,1
189003,4C,O,OTHER,1
189005,4E,I,HANDS,1
189008,4C,O,OTHER,1
189009,4A,O,FIREARM,1
189010,4E,O,HANDS,1
189011,4E,O,HANDS,1
189019,4C,I,OTHER,1
189021,4E,I,HANDS,1
189022,4E,I,HANDS,1
189023,4E,O,HANDS,1
189024,4E,I,HANDS,1
189025,4E,I,HANDS,1
189030,4C,I,OTHER,1
189031,3AF,O,FIREARM,1
189032,4A,O,FIREARM,1
189034,3AF,O,FIREARM,1
189035,9S,O,FIREARM,1
189036,4E,O,HANDS,1
189041,3AJF,O,FIREARM,1
189046,4B,I,KNIFE,1
189053,4E,O,HANDS,1
189061,3CF,I,FIREARM,1
189064,4E,I,HANDS,1
189067,4D,O,HANDS,1
189071,4E,I,HANDS,1
189072,4E,I,HANDS,1
189080,4A,I,FIREARM,1
189081,4E,O,HANDS,1
189083,4A,O,FIREARM,1
189084,4E,I,HANDS,1
189087,9S,O,FIREARM,1
189088,1F,O,FIREARM,1
189106,4E,O,HANDS,1
189107,4C,O,OTHER,1
189119,4E,O,HANDS,1
189125,4C,I,OTHER,1
189128,4C,O,OTHER,1
189129,4E,I,HANDS,1
189131,4E,,HANDS,1
189133,4C,O,OTHER,1
189134,3AK,O,KNIFE,1
189135,4B,O,KNIFE,1
189136,4B,I,KNIFE,1
189137,4A,I,FIREARM,1
189140,4D,I,HANDS,1
189141,4B,I,KNIFE,1
189142,4D,I,HANDS,1
189144,9S,O,FIREARM,1
189149,4B,I,KNIFE,1
189150,4E,O,HANDS,1
189152,3AK,O,KNIFE,1
189158,4E,I,HANDS,1
189163,4E,I,HANDS,1
189166,4A,I,FIREARM,1
189170,3AF,O,FIREARM,1
189174,4C,O,OTHER,1
189198,4E,I,HANDS,1
189200,2A,O,OTHER,1
189210,3AK,O,KNIFE,1
189218,4B,I,KNIFE,1
189220,4E,I,HANDS,1
189228,4B,O,KNIFE,1
189232,4B,I,KNIFE,1
189237,4E,O,HANDS,1
189246,4E,I,HANDS,1
189250,3AF,O,FIREARM,1
189251,4E,O,HANDS,1
189252,4E,O,HANDS,1
189259,4C,O,OTHER,1
189260,4E,I,HANDS,1
189261,4C,I,OTHER,1
189262,4E,I,HANDS,1
189263,4D,I,HANDS,1
189264,4B,O,KNIFE,1
189265,4D,I,HANDS,1
189266,4E,I,HANDS,1
189268,4E,I,HANDS,1
189274,4E,I,HANDS,1
189275,4E,O,HANDS,1
189283,4E,O,HANDS,1
189284,4C,I,OTHER,1
189286,4E,I,HANDS,1
189292,4E,O,HANDS,1
189293,4D,I,HANDS,1
189294,4A,O,FIREARM,1
189296,3AF,O,FIREARM,1
189301,4E,O,HANDS,1
189302,4C,O,OTHER,1
189303,4E,O,HANDS,1
189304,4B,O,KNIFE,1
189305,2A,I,OTHER,1
189307,4E,I,HANDS,1
189308,3AF,O,FIREARM,1
189309,4E,I,HANDS,1
189310,4E,I,HANDS,1
189312,4D,I,HANDS,1
189313,9S,O,FIREARM,1
189314,4E,O,HANDS,1
189315,4B,O,KNIFE,1
189337,3AF,O,FIREARM,1
189338,4E,O,HANDS,1
189355,4C,I,OTHER,1
189358,4C,O,OTHER,1
189359,4B,,KNIFE,1
189361,4E,O,HANDS,1
189374,4E,I,HANDS,1
