ID,CrimeCode,Description,Weapon,Incidents
9195,3F,O,OTHER,1
9196,4C,O,OTHER,1
9197,3JK,I,KNIFE,1
9198,5A,I,OTHER,1
9199,5D,I,OTHER,1
9200,6D,O,OTHER,1
9201,8H,I,OTHER,1
9202,9S,O,FIREARM,1
9203,6D,O,OTHER,1
9204,3AJF,O,FIREARM,1
9205,6D,O,OTHER,1
9206,6E,O,OTHER,1
9207,6D,O,OTHER,1
9208,4E,I,HANDS,1
9209,5A,I,OTHER,1
9210,5D,I,OTHER,1
9211,3AF,O,FIREARM,1
9212,4A,I,FIREARM,1
9213,3AJF,O,FIREARM,1
9214,9S,I,FIREARM,1
9215,9S,O,FIREARM,1
9216,3CF,I,FIREARM,1
9217,4B,I,KNIFE,1
9218,5A,I,OTHER,1
9219,5D,I,OTHER,1
9220,6D,O,OTHER,1
9221,6H,I,OTHER,1
9222,5A,I,OTHER,1
9223,6C,I,OTHER,1
9224,4B,I,KNIFE,1
9225,6C,I,OTHER,1
9226,4E,I,HANDS,1
9227,6D,O,OTHER,1
9228,5A,I,OTHER,1
9229,6D,O,OTHER,1
9230,6D,O,OTHER,1
9231,6H,I,OTHER,1
9232,3AF,O,FIREARM,1
9233,3AF,O,FIREARM,1
9234,6D,O,OTHER,1
9235,6G,I,OTHER,1
9236,4F,O,OTHER,1
9237,6J,I,OTHER,1
9238,5A,I,OTHER,1
9239,6D,O,OTHER,1
9240,6E,O,OTHER,1
9241,6E,O,OTHER,1
9242,4E,O,HANDS,1
9243,4E,O,HANDS,1
9244,4E,I,HANDS,1
9245,6G,I,OTHER,1
9246,5C,I,OTHER,1
9247,4E,I,HANDS,1
9248,4E,O,HANDS,1
9249,4E,O,HANDS,1
9250,6G,I,OTHER,1
9251,3AF,O,FIREARM,1
9252,4E,O,HANDS,1
9253,9S,O,FIREARM,1
9254,4E,I,HANDS,1
9255,4E,I,HANDS,1
9256,4E,I,HANDS,1
9257,6D,O,OTHER,1
9258,5A,I,OTHER,1
9259,4E,O,HANDS,1
9260,3AJF,O,FIREARM,1
9261,3AF,O,FIREARM,1
9262,7A,I,OTHER,1
9263,3AF,O,FIREARM,1
9264,5A,I,OTHER,1
9265,3B,O,OTHER,1
9266,4E,I,HANDS,1
9267,4B,I,KNIFE,1
9268,4E,I,HANDS,1
9269,7A,O,OTHER,1
9270,6C,I,OTHER,1
9271,6J,O,OTHER,1
9272,6C,I,OTHER,1
9273,6C,I,OTHER,1
9274,4E,I,HANDS,1
9275,5D,I,OTHER,1
9276,6C,I,OTHER,1
9277,4A,O,FIREARM,1
9278,4A,O,FIREARM,1
9279,9S,I,FIREARM,1
9280,9S,I,FIREARM,1
9281,6G,I,OTHER,1
9282,4E,I,HANDS,1
9283,5A,I,OTHER,1
9284,6D,O,OTHER,1
9285,4C,I,OTHER,1
9286,7A,I,OTHER,1
9287,5A,I,OTHER,1
9288,4E,O,HANDS,1
9289,3AF,O,FIREARM,1
9290,6D,O,OTHER,1
9291,6J,O,OTHER,1
9292,6J,O,OTHER,1
9293,5A,I,OTHER,1
9294,4E,I,HANDS,1
9295,6D,O,OTHER,1
9296,6D,O,OTHER,1
9297,3B,O,OTHER,1
9298,6E,O,OTHER,1
9299,4A,O,FIREARM,1
9300,9S,O,FIREARM,1
9301,4F,I,OTHER,1
9302,6C,I,OTHER,1
9303,6D,O,OTHER,1
9304,4F,O,OTHER,1
9305,3B,O,OTHER,1
9306,7A,O,OTHER,1
9307,5D,I,OTHER,1
9308,6D,O,OTHER,1
9309,6C,I,OTHER,1
9310,2A,I,OTHER,1
9311,5D,I,OTHER,1
9312,4E,I,HANDS,1
9313,6D,O,OTHER,1
9314,6J,I,OTHER,1
9315,8H,O,OTHER,1
9316,6D,O,OTHER,1
9317,6D,O,OTHER,1
9318,4E,I,HANDS,1
9319,3B,O,OTHER,1
9320,7A,O,OTHER,1
9321,6D,O,OTHER,1
9322,3K,I,OTHER,1
9323,4E,I,HANDS,1
9324,5D,I,OTHER,1
9325,4E,I,HANDS,1
9326,4E,I,HANDS,1
9327,6G,I,OTHER,1
9328,6D,O,OTHER,1
9329,4B,I,KNIFE,1
9330,6D,O,OTHER,1
9331,6G,I,OTHER,1
9332,6E,O,OTHER,1
9333,4E,O,HANDS,1
9334,6E,O,OTHER,1
9335,5A,I,OTHER,1
9336,4C,O,OTHER,1
9337,6C,I,OTHER,1
9338,3D,I,OTHER,1
9339,3B,O,OTHER,1
9340,3B,O,OTHER,1
9341,4E,I,HANDS,1
9342,7A,O,OTHER,1
9343,6D,O,OTHER,1
9344,6D,I,OTHER,1
9345,6D,O,OTHER,1
9346,6D,O,OTHER,1
9347,4E,O,HANDS,1
9348,7A,O,OTHER,1
9349,6G,I,OTHER,1
9350,7A,O,OTHER,1
9351,6J,O,OTHER,1
9352,6D,O,OTHER,1
9353,5A,I,OTHER,1
9354,6D,O,OTHER,1
9355,4A,I,FIREARM,1
9356,3CF,I,FIREARM,1
9357,6D,O,OTHER,1
9358,4C,O,OTHER,1
9359,6B,O,OTHER,1
9360,6G,O,OTHER,1
9361,6D,O,OTHER,1
9362,5A,I,OTHER,1
9363,6E,O,OTHER,1
9364,6J,I,OTHER,1
9365,6J,I,OTHER,1
9366,6D,O,OTHER,1
9367,5A,I,OTHER,1
9368,6E,O,OTHER,1
9369,6D,O,OTHER,1
9370,5A,I,OTHER,1
9371,6J,I,OTHER,1
9372,6D,O,OTHER,1
9373,6D,O,OTHER,1
9374,6G,I,OTHER,1
9375,4E,I,HANDS,1
9376,5A,I,OTHER,1
9377,5A,I,OTHER,1
9378,7A,O,OTHER,1
9379,7A,O,OTHER,1
9380,5B,I,OTHER,1
9381,7A,O,OTHER,1
9382,3AF,O,FIREARM,1
9383,6C,I,OTHER,1
9384,4E,I,HANDS,1
9385,3K,I,OTHER,1
9386,4F,I,OTHER,1
9387,6J,I,OTHER,1
9388,7A,O,OTHER,1
9389,6G,I,OTHER,1
9390,6J,O,OTHER,1
9391,4E,O,HANDS,1
9392,4E,I,HANDS,1
9393,4E,O,HANDS,1
9394,5C,I,OTHER,1
9395,7A,O,OTHER,1
9396,6E,O,OTHER,1
9397,4F,I,OTHER,1
9398,6C,I,OTHER,1
9399,1F,O,FIREARM,1
9400,1F,O,FIREARM,1
9401,6D,O,OTHER,1
9402,6D,O,OTHER,1
9403,6E,O,OTHER,1
9404,4B,I,KNIFE,1
9405,4F,I,OTHER,1
9406,6E,O,OTHER,1
9407,7A,I,OTHER,1
9408,4E,O,HANDS,1
9409,4E,I,HANDS,1
9410,4E,I,HANDS,1
9411,4E,I,HANDS,1
9412,1K,I,KNIFE,1
9413,6J,I,OTHER,1
9414,6D,O,OTHER,1
9415,3P,I,OTHER,1
9416,4B,O,KNIFE,1
9417,4C,I,OTHER,1
9418,4E,I,HANDS,1
9419,2A,I,OTHER,1
9420,4E,I,HANDS,1
9421,6D,O,OTHER,1
9422,6E,O,OTHER,1
9423,5D,I,OTHER,1
9424,6D,O,OTHER,1
9425,3AF,I,FIREARM,1
9426,6J,O,OTHER,1
9427,3B,O,OTHER,1
9428,5A,I,OTHER,1
9429,4F,I,OTHER,1
9430,5A,I,OTHER,1
9431,7A,O,OTHER,1
9432,4E,O,HANDS,1
9433,4E,O,HANDS,1
9434,4E,O,HANDS,1
9435,4E,O,HANDS,1
9436,6J,I,OTHER,1
9437,7A,O,OTHER,1
9438,6D,O,OTHER,1
9439,4C,I,OTHER,1
9440,6D,O,OTHER,1
9441,6D,,OTHER,1
9442,4E,I,HANDS,1
9443,3AF,O,FIREARM,1
9444,6G,I,OTHER,1
9445,3AJF,I,FIREARM,1
9446,6D,O,OTHER,1
9447,7A,O,OTHER,1
9448,4B,O,KNIFE,1
9449,4E,O,HANDS,1
9450,6D,I,OTHER,1
9451,3AF,I,FIREARM,1
9452,2A,I,OTHER,1
9453,7A,O,OTHER,1
9454,4E,I,HANDS,1
9455,6D,O,OTHER,1
9456,4E,I,HANDS,1
9457,4E,O,HANDS,1
9458,4A,I,FIREARM,1
9459,4E,I,HANDS,1
9460,3AJF,O,FIREARM,1
9461,4E,I,HANDS,1
9462,3AF,O,FIREARM,1
9463,3AF,O,FIREARM,1
9464,3BJ,O,OTHER,1
9465,7A,I,OTHER,1
9466,4E,O,HANDS,1
9467,7A,O,OTHER,1
9468,5A,I,OTHER,1
9469,3AF,O,FIREARM,1
9470,5A,I,OTHER,1
9471,4E,O,HANDS,1
9472,6G,I,OTHER,1
9473,4E,O,HANDS,1
9474,5D,I,OTHER,1
9475,5D,I,OTHER,1
9476,5D,I,OTHER,1
9477,6E,O,OTHER,1
9478,4E,I,HANDS,1
9479,5D,I,OTHER,1
9480,6D,O,OTHER,1
9481,4C,I,OTHER,1
9482,6G,I,OTHER,1
9483,4C,O,OTHER,1
9484,4C,O,OTHER,1
9485,6D,O,OTHER,1
9486,6D,O,OTHER,1
9487,3AK,O,KNIFE,1
9488,5A,I,OTHER,1
9489,5D,I,OTHER,1
9490,4E,O,HANDS,1
9491,5D,I,OTHER,1
9492,5D,I,OTHER,1
9493,6C,O,OTHER,1
9494,7A,O,OTHER,1
9495,5D,I,OTHER,1
9496,7A,O,OTHER,1
9497,6E,O,OTHER,1
9498,7A,O,OTHER,1
9499,6G,I,OTHER,1
9500,4E,O,HANDS,1
9501,5A,I,OTHER,1
9502,5A,I,OTHER,1
9503,6J,I,OTHER,1
9504,5A,I,OTHER,1
9505,5A,I,OTHER,1
9506,6E,I,OTHER,1
9507,5A,I,OTHER,1
9508,6D,O,OTHER,1
9509,5A,I,OTHER,1
9510,6D,O,OTHER,1
9511,4E,I,HANDS,1
9512,5A,I,OTHER,1
9513,6E,I,OTHER,1
9514,5C,I,OTHER,1
9515,6J,O,OTHER,1
9516,4C,I,OTHER,1
9517,5D,I,OTHER,1
9518,4E,O,HANDS,1
9519,5A,I,OTHER,1
9520,6E,O,OTHER,1
9521,4E,I,HANDS,1
9522,4E,O,HANDS,1
9523,4E,I,HANDS,1
9524,5A,I,OTHER,1
9525,4C,O,OTHER,1
9526,6J,I,OTHER,1
9527,4C,O,OTHER,1
9528,4C,I,OTHER,1
9529,6D,O,OTHER,1
9530,6C,I,OTHER,1
9531,5A,I,OTHER,1
9532,6D,O,OTHER,1
9533,6D,O,OTHER,1
9534,7A,O,OTHER,1
9535,6C,I,OTHER,1
9536,6J,I,OTHER,1
9537,5D,I,OTHER,1
9538,4E,I,HANDS,1
9539,7A,O,OTHER,1
9540,6D,O,OTHER,1
9541,4B,O,KNIFE,1
9542,1F,O,FIREARM,1
9543,7A,O,OTHER,1
9544,3K,I,OTHER,1
9545,6D,O,OTHER,1
9546,6D,O,OTHER,1
9547,7A,O,OTHER,1
9548,6C,I,OTHER,1
9549,6D,O,OTHER,1
9550,5A,I,OTHER,1
9551,4A,O,FIREARM,1
9552,6E,I,OTHER,1
9553,9S,O,FIREARM,1
9554,6D,O,OTHER,1
9555,3B,I,OTHER,1
9556,6J,I,OTHER,1
9557,6D,O,OTHER,1
9558,8EO,O,OTHER,1
9559,7A,O,OTHER,1
9560,6G,I,OTHER,1
9561,6D,O,OTHER,1
9562,6D,O,OTHER,1
9563,7A,O,OTHER,1
9564,7A,O,OTHER,1
9565,4C,I,OTHER,1
9566,4C,,OTHER,1
9567,7A,O,OTHER,1
9568,4C,I,OTHER,1
9569,6D,O,OTHER,1
9570,6G,I,OTHER,1
9571,7A,O,OTHER,1
9572,7A,O,OTHER,1
9573,4C,O,OTHER,1
9574,4E,I,HANDS,1
9575,6G,I,OTHER,1
9576,4E,I,HANDS,1
9577,6D,O,OTHER,1
9578,5A,I,OTHER,1
9579,3D,I,OTHER,1
9580,3B,O,OTHER,1
9581,6D,O,OTHER,1
9582,5A,I,OTHER,1
9583,6G,I,OTHER,1
9584,6J,O,OTHER,1
9585,5A,I,OTHER,1
9586,5A,I,OTHER,1
9587,5A,I,OTHER,1
9588,4F,I,OTHER,1
9589,5A,I,OTHER,1
9590,6D,O,OTHER,1
9591,6D,O,OTHER,1
9592,4C,O,OTHER,1
9593,6G,I,OTHER,1
9594,6J,O,OTHER,1
9595,5B,I,OTHER,1
9596,6D,O,OTHER,1
9597,4C,I,OTHER,1
9598,7A,I,OTHER,1
9599,7A,O,OTHER,1
9600,4E,I,HANDS,1
9601,5D,I,OTHER,1
9602,4E,I,HANDS,1
9603,4E,I,HANDS,1
9604,6J,O,OTHER,1
9605,4E,I,HANDS,1
9606,8H,O,OTHER,1
9607,1F,I,FIREARM,1
9608,6G,I,OTHER,1
9609,4E,I,HANDS,1
9610,5D,I,OTHER,1
9611,5D,I,OTHER,1
9612,3BJ,O,OTHER,1
9613,7A,O,OTHER,1
9614,5D,I,OTHER,1
9615,5B,I,OTHER,1
9616,7A,O,OTHER,1
9617,7A,O,OTHER,1
9618,3B,O,OTHER,1
9619,6D,O,OTHER,1
9620,6J,O,OTHER,1
9621,3K,I,OTHER,1
9622,4E,I,HANDS,1
9623,6A,O,OTHER,1
9624,6C,I,OTHER,1
9625,4D,O,HANDS,1
9626,6E,O,OTHER,1
9627,7A,I,OTHER,1
9628,6J,O,OTHER,1
9629,5A,I,OTHER,1
9630,5C,I,OTHER,1
9631,3B,O,OTHER,1
9632,5A,I,OTHER,1
9633,5B,I,OTHER,1
9634,7A,O,OTHER,1
9635,5A,I,OTHER,1
9636,6E,O,OTHER,1
9637,4E,O,HANDS,1
9638,6E,O,OTHER,1
9639,4E,I,HANDS,1
9640,4E,O,HANDS,1
9641,4E,O,HANDS,1
9642,6D,I,OTHER,1
9643,4E,O,HANDS,1
9644,6E,O,OTHER,1
9645,4E,O,HANDS,1
9646,5A,I,OTHER,1
9647,6J,O,OTHER,1
9648,5D,I,OTHER,1
9649,5A,I,OTHER,1
9650,4C,I,OTHER,1
9651,7A,O,OTHER,1
9652,5A,I,OTHER,1
9653,4B,O,KNIFE,1
9654,6E,O,OTHER,1
9655,6E,O,OTHER,1
9656,6G,I,OTHER,1
9657,5A,I,OTHER,1
9658,3AF,O,FIREARM,1
9659,9S,O,FIREARM,1
9660,7A,O,OTHER,1
9661,6D,O,OTHER,1
9662,3AF,O,FIREARM,1
9663,4C,O,OTHER,1
9664,4C,O,OTHER,1
9665,4C,O,OTHER,1
9666,4C,O,OTHER,1
9667,4C,O,OTHER,1
9668,4C,O,OTHER,1
9669,4C,O,OTHER,1
9670,4C,I,OTHER,1
9671,6H,I,OTHER,1
9672,6D,O,OTHER,1
9673,6D,O,OTHER,1
9674,6D,O,OTHER,1
9675,6E,O,OTHER,1
9676,3AF,O,FIREARM,1
9677,3AF,O,FIREARM,1
9678,6E,O,OTHER,1
9679,5D,I,OTHER,1
9680,4C,O,OTHER,1
9681,4C,O,OTHER,1
9682,4C,O,OTHER,1
9683,4C,O,OTHER,1
9684,4C,O,OTHER,1
9685,4E,O,HANDS,1
9686,7A,O,OTHER,1
9687,6D,O,OTHER,1
9688,5D,I,OTHER,1
9689,7A,O,OTHER,1
9690,4C,I,OTHER,1
9691,6G,I,OTHER,1
9692,7A,O,OTHER,1
9693,6D,O,OTHER,1
9694,5E,I,OTHER,1
9695,4E,I,HANDS,1
9696,7A,O,OTHER,1
9697,3AJF,O,FIREARM,1
9698,3AJF,O,FIREARM,1
9699,7A,O,OTHER,1
9700,6J,O,OTHER,1
9701,4F,I,OTHER,1
9702,6D,O,OTHER,1
9703,6D,O,OTHER,1
9704,6D,O,OTHER,1
9705,7A,O,OTHER,1
9706,3B,O,OTHER,1
9707,4E,I,HANDS,1
9708,3K,I,OTHER,1
9709,7A,O,OTHER,1
9710,6E,O,OTHER,1
9711,7A,O,OTHER,1
9712,6B,O,OTHER,1
9713,6J,I,OTHER,1
9714,4A,I,FIREARM,1
9715,4E,O,HANDS,1
9716,3AK,O,KNIFE,1
9717,3D,I,OTHER,1
9718,2B,I,OTHER,1
9719,6C,I,OTHER,1
9720,6D,O,OTHER,1
9721,6E,O,OTHER,1
9722,6D,I,OTHER,1
9723,4C,I,OTHER,1
9724,7A,O,OTHER,1
9725,5A,I,OTHER,1
9726,5A,I,OTHER,1
9727,4C,I,OTHER,1
9728,3AJF,O,FIREARM,1
9729,5A,I,OTHER,1
9730,6D,O,OTHER,1
9731,6D,O,OTHER,1
9732,7A,O,OTHER,1
9733,4E,I,HANDS,1
9734,7A,O,OTHER,1
9735,7A,O,OTHER,1
9736,4E,I,HANDS,1
9737,6D,O,OTHER,1
9738,4A,I,FIREARM,1
9739,9S,I,FIREARM,1
9740,6C,I,OTHER,1
9741,4C,I,OTHER,1
9742,4C,I,OTHER,1
9743,3B,O,OTHER,1
9744,6D,O,OTHER,1
9745,4C,I,OTHER,1
9746,4E,I,HANDS,1
9747,4E,I,HANDS,1
9748,7A,O,OTHER,1
9749,7A,O,OTHER,1
9750,4E,I,HANDS,1
9751,7A,O,OTHER,1
9752,5A,I,OTHER,1
9753,5C,I,OTHER,1
9754,7A,O,OTHER,1
9755,4E,I,HANDS,1
9756,4E,I,HANDS,1
9757,7A,O,OTHER,1
9758,5A,I,OTHER,1
9759,5A,I,OTHER,1
9760,5D,I,OTHER,1
9761,6G,I,OTHER,1
9762,5C,I,OTHER,1
9763,4E,I,HANDS,1
9764,6J,I,OTHER,1
9765,6C,I,OTHER,1
9766,7A,O,OTHER,1
9767,6J,I,OTHER,1
9768,4B,I,KNIFE,1
9769,6J,O,OTHER,1
9770,6E,O,OTHER,1
9771,6E,O,OTHER,1
9772,4D,I,HANDS,1
9773,5A,I,OTHER,1
9774,5A,I,OTHER,1
9775,7A,I,OTHER,1
9776,6J,I,OTHER,1
9777,6C,I,OTHER,1
9778,5A,I,OTHER,1
9779,4A,O,FIREARM,1
9780,6C,I,OTHER,1
9781,6E,O,OTHER,1
9782,5A,I,OTHER,1
9783,3AK,O,KNIFE,1
9784,7A,O,OTHER,1
9785,3AF,O,FIREARM,1
9786,6G,I,OTHER,1
9787,5A,I,OTHER,1
9788,6G,I,OTHER,1
9789,4B,O,KNIFE,1
9790,4F,I,OTHER,1
9791,6J,O,OTHER,1
9792,5D,I,OTHER,1
9793,6G,O,OTHER,1
9794,4E,O,HANDS,1
9795,6D,O,OTHER,1
9796,6J,O,OTHER,1
9797,6E,O,OTHER,1
9798,6E,O,OTHER,1
9799,7A,O,OTHER,1
9800,7A,O,OTHER,1
9801,7A,O,OTHER,1
9802,3AF,O,FIREARM,1
9803,3AF,O,FIREARM,1
9804,4C,I,OTHER,1
9805,5D,I,OTHER,1
9806,6D,O,OTHER,1
9807,6D,O,OTHER,1
9808,7A,O,OTHER,1
9809,6D,O,OTHER,1
9810,6D,O,OTHER,1
9811,3B,O,OTHER,1
9812,5C,I,OTHER,1
9813,3B,O,OTHER,1
9814,6D,O,OTHER,1
9815,4E,O,HANDS,1
9816,6G,I,OTHER,1
9817,5A,I,OTHER,1
9818,6J,O,OTHER,1
9819,5E,I,OTHER,1
9820,4E,O,HANDS,1
9821,6G,I,OTHER,1
9822,4E,O,HANDS,1
9823,6D,O,OTHER,1
9824,6D,O,OTHER,1
9825,3AF,O,FIREARM,1
9826,5A,O,OTHER,1
9827,6C,I,OTHER,1
9828,6D,O,OTHER,1
9829,4B,I,KNIFE,1
9830,4B,I,KNIFE,1
9831,6D,O,OTHER,1
9832,4B,I,KNIFE,1
9833,6J,O,OTHER,1
9834,6C,I,OTHER,1
9835,6G,I,OTHER,1
9836,6D,O,OTHER,1
9837,6J,O,OTHER,1
9838,6C,I,OTHER,1
9839,6D,O,OTHER,1
9840,4A,I,FIREARM,1
9841,4E,O,HANDS,1
9842,4B,I,KNIFE,1
9843,4E,I,HANDS,1
9844,3AJF,O,FIREARM,1
9845,8H,O,OTHER,1
9846,4E,I,HANDS,1
9847,7A,O,OTHER,1
9848,4E,O,HANDS,1
9849,6G,I,OTHER,1
9850,6G,I,OTHER,1
9851,6E,O,OTHER,1
9852,7A,O,OTHER,1
9853,5A,I,OTHER,1
9854,6E,O,OTHER,1
9855,4E,I,HANDS,1
9856,6D,O,OTHER,1
9857,6J,O,OTHER,1
9858,5A,I,OTHER,1
9859,5C,I,OTHER,1
9860,7A,O,OTHER,1
9861,6J,O,OTHER,1
9862,5A,I,OTHER,1
9863,7A,O,OTHER,1
9864,4E,O,HANDS,1
9865,6J,I,OTHER,1
9866,6J,O,OTHER,1
9867,4C,I,OTHER,1
9868,3B,O,OTHER,1
9869,4E,I,HANDS,1
9870,5A,I,OTHER,1
9871,6C,I,OTHER,1
9872,6D,O,OTHER,1
9873,6E,O,OTHER,1
9874,6G,I,OTHER,1
9875,7A,I,OTHER,1
9876,5A,I,OTHER,1
9877,4E,I,HANDS,1
9878,4B,O,KNIFE,1
9879,6J,O,OTHER,1
9880,6D,O,OTHER,1
9881,6G,I,OTHER,1
9882,6D,O,OTHER,1
9883,6G,I,OTHER,1
9884,3AF,O,FIREARM,1
9885,6G,I,OTHER,1
9886,4E,I,HANDS,1
9887,4E,O,HANDS,1
9888,4B,O,KNIFE,1
9889,4E,I,HANDS,1
9890,4D,I,HANDS,1
9891,3NK,I,KNIFE,1
9892,6D,O,OTHER,1
9893,4E,O,HANDS,1
9894,6G,I,OTHER,1
9895,4E,O,HANDS,1
9896,4C,I,OTHER,1
9897,5D,I,OTHER,1
9898,5D,I,OTHER,1
9899,4B,O,KNIFE,1
9900,3AO,O,OTHER,1
9901,6B,O,OTHER,1
9902,4E,O,HANDS,1
9903,7A,O,OTHER,1
9904,6D,O,OTHER,1
9905,7A,O,OTHER,1
9906,4B,I,KNIFE,1
9907,6G,I,OTHER,1
9908,6D,O,OTHER,1
9909,6C,I,OTHER,1
9910,4E,O,HANDS,1
9911,7A,I,OTHER,1
9912,3CF,I,FIREARM,1
9913,4C,I,OTHER,1
9914,4F,I,OTHER,1
9915,6D,O,OTHER,1
9916,4F,I,OTHER,1
9917,7A,O,OTHER,1
9918,4F,I,OTHER,1
9919,3CF,I,FIREARM,1
9920,6E,O,OTHER,1
9921,3AF,O,FIREARM,1
9922,3AF,O,FIREARM,1
9923,3AF,O,FIREARM,1
9924,3AF,O,FIREARM,1
9925,9S,O,FIREARM,1
9926,3AO,O,OTHER,1
9927,5A,I,OTHER,1
9928,6D,O,OTHER,1
9929,4E,I,HANDS,1
9930,6D,O,OTHER,1
9931,4F,I,OTHER,1
9932,1F,O,FIREARM,1
9933,3B,O,OTHER,1
9934,7A,O,OTHER,1
9935,6J,I,OTHER,1
9936,6E,O,OTHER,1
9937,3AF,O,FIREARM,1
9938,5D,I,OTHER,1
9939,4E,I,HANDS,1
9940,3AJF,O,FIREARM,1
9941,6G,I,OTHER,1
9942,4D,I,HANDS,1
9943,3B,I,OTHER,1
9944,4C,I,OTHER,1
9945,6G,I,OTHER,1
9946,3B,O,OTHER,1
9947,7A,O,OTHER,1
9948,6G,I,OTHER,1
9949,4B,O,KNIFE,1
9950,5A,I,OTHER,1
9951,4E,O,HANDS,1
9952,6D,O,OTHER,1
9953,5C,I,OTHER,1
9954,6E,O,OTHER,1
9955,6D,O,OTHER,1
9956,4C,O,OTHER,1
9957,6D,O,OTHER,1
9958,6D,O,OTHER,1
9959,4F,I,OTHER,1
9960,3K,I,OTHER,1
9961,5B,I,OTHER,1
9962,4D,I,HANDS,1
9963,6D,O,OTHER,1
9964,6E,O,OTHER,1
9965,4F,I,OTHER,1
9966,7A,O,OTHER,1
9967,4E,I,HANDS,1
9968,7A,O,OTHER,1
9969,5D,I,OTHER,1
9970,6J,O,OTHER,1
9971,4E,I,HANDS,1
9972,4E,O,HANDS,1
9973,6D,O,OTHER,1
9974,6D,O,OTHER,1
9975,6G,I,OTHER,1
9976,4E,O,HANDS,1
9977,7A,O,OTHER,1
9978,6G,I,OTHER,1
9979,4E,I,HANDS,1
9980,6J,I,OTHER,1
9981,6J,O,OTHER,1
9982,6D,O,OTHER,1
9983,6D,O,OTHER,1
9984,4E,O,HANDS,1
9985,6D,O,OTHER,1
9986,6D,O,OTHER,1
9987,6E,O,OTHER,1
9988,6D,O,OTHER,1
9989,4E,I,HANDS,1
9990,4E,I,HANDS,1
9991,7A,O,OTHER,1
9992,5D,I,OTHER,1
9993,6E,O,OTHER,1
9994,6D,O,OTHER,1
9995,5D,I,OTHER,1
9996,6D,O,OTHER,1
9997,6E,O,OTHER,1
9998,6E,O,OTHER,1
9999,5B,I,OTHER,1
10000,4E,I,HANDS,1
10001,6D,O,OTHER,1
10002,7A,O,OTHER,1
10003,6D,O,OTHER,1
10004,7A,O,OTHER,1
10005,4E,I,HANDS,1
10006,5A,I,OTHER,1
10007,6D,O,OTHER,1
10008,7A,O,OTHER,1
10009,6E,O,OTHER,1
10010,7A,O,OTHER,1
10011,4E,I,HANDS,1
10012,4D,I,HANDS,1
10013,7A,O,OTHER,1
10014,4B,I,KNIFE,1
10015,6D,O,OTHER,1
10016,7A,O,OTHER,1
10017,5D,I,OTHER,1
10018,4E,I,HANDS,1
10019,5A,I,OTHER,1
10020,5D,I,OTHER,1
10021,7A,O,OTHER,1
10022,6D,O,OTHER,1
10023,6D,O,OTHER,1
10024,4B,O,KNIFE,1
10025,4C,O,OTHER,1
10026,4C,O,OTHER,1
10027,4C,O,OTHER,1
10028,4C,I,OTHER,1
10029,6J,I,OTHER,1
10030,4E,O,HANDS,1
10031,4E,O,HANDS,1
10032,7A,O,OTHER,1
10033,3BJ,O,OTHER,1
10034,6D,O,OTHER,1
10035,6G,O,OTHER,1
10036,5C,I,OTHER,1
10037,4E,I,HANDS,1
10038,5B,I,OTHER,1
10039,6E,O,OTHER,1
10040,4B,I,KNIFE,1
10041,3JF,I,FIREARM,1
10042,4B,I,KNIFE,1
10043,7A,O,OTHER,1
10044,4D,O,HANDS,1
10045,7A,O,OTHER,1
10046,6E,O,OTHER,1
10047,4C,O,OTHER,1
10048,4E,I,HANDS,1
10049,4C,O,OTHER,1
10050,4E,I,HANDS,1
10051,5A,I,OTHER,1
10052,4E,O,HANDS,1
10053,4E,I,HANDS,1
10054,6D,O,OTHER,1
10055,6D,O,OTHER,1
10056,4E,I,HANDS,1
10057,5D,I,OTHER,1
10058,4E,I,HANDS,1
10059,4E,I,HANDS,1
10060,7A,O,OTHER,1
10061,6J,O,OTHER,1
10062,6D,O,OTHER,1
10063,4C,O,OTHER,1
10064,5A,I,OTHER,1
10065,7A,O,OTHER,1
10066,6E,O,OTHER,1
10067,3AF,O,FIREARM,1
10068,4D,I,HANDS,1
10069,3D,I,OTHER,1
10070,4C,I,OTHER,1
10071,4E,I,HANDS,1
10072,6C,I,OTHER,1
10073,7A,O,OTHER,1
10074,5A,I,OTHER,1
10075,6J,I,OTHER,1
10076,4C,I,OTHER,1
10077,4E,O,HANDS,1
10078,4E,I,HANDS,1
10079,6C,I,OTHER,1
10080,5A,I,OTHER,1
10081,6D,O,OTHER,1
10082,4E,O,HANDS,1
10083,6E,O,OTHER,1
10084,6D,O,OTHER,1
10085,4E,I,HANDS,1
10086,6C,I,OTHER,1
10087,6J,I,OTHER,1
10088,4E,I,HANDS,1
10089,6C,I,OTHER,1
10090,3AF,O,FIREARM,1
10091,3AF,,FIREARM,1
10092,4E,O,HANDS,1
10093,3BJ,O,OTHER,1
10094,6J,O,OTHER,1
10095,4B,I,KNIFE,1
10096,4D,I,HANDS,1
10097,4E,O,HANDS,1
10098,3AJF,O,FIREARM,1
10099,5D,O,OTHER,1
10100,4E,I,HANDS,1
10101,6D,O,OTHER,1
10102,6D,O,OTHER,1
10103,4E,I,HANDS,1
10104,4E,I,HANDS,1
10105,6C,I,OTHER,1
10106,6G,I,OTHER,1
10107,3B,O,OTHER,1
10108,7A,O,OTHER,1
10109,6D,O,OTHER,1
10110,5A,I,OTHER,1
10111,5A,I,OTHER,1
10112,4E,O,HANDS,1
10113,4C,I,OTHER,1
10114,3B,O,OTHER,1
